Real_Estate_Id,Deeded_Acreage,Total_Sale_Price,Total_Sale_Date,Month_Year_of_Sale,Year_of_Sale,Year_Built,Year_Remodeled,Heated_Area,Num_Stories,Design_Style,Bath,Utilities,Physical_City,Physical_Zip
1677,0.34,132500,10/6/20,20-Oct,2020,1961,1961,768,One Story,Ranch,1 Bath,WE,Raleigh,27613
1678,0.15,85000,11/2/16,16-Nov,2016,1970,1970,1000,One Story,Conventional,1 Bath,WSE,Wake Forest,27587
1679,0.28,17500,1/1/71,Jan-71,1971,1971,1971,1122,One Story,Conventional,1 Bath,ALL,Raleigh,27610
1682,0.2,45000,3/13/14,14-Mar,2014,1956,1956,744,One Story,Conventional,1 Bath,E,Raleigh,27610
1683,0.33,39500,11/20/98,Nov-98,1998,1935,1935,1144,One Story,Conventional,1 Bath,ALL,Raleigh,27601
1684,0.31,75000,2/28/97,Feb-97,1997,1969,1969,1092,One Story,Conventional,1 ½ Bath,ALL,Raleigh,27610
1686,0.16,109000,12/14/16,16-Dec,2016,1950,1950,1189,One Story,Conventional,1 Bath,ALL,Raleigh,27601
1688,0.73,33000,2/14/12,12-Feb,2012,1901,1901,1170,One Story,Conventional,1 Bath,WSE,Wake Forest,27587
1689,0.11,23000,8/10/12,12-Aug,2012,1920,1920,1005,One Story,Conventional,1 Bath,ALL,Raleigh,27610
1690,0.27,27500,8/7/92,Aug-92,1992,1960,1960,1002,One Story,Ranch,1 Bath,WSE,Raleigh,27603
1691,0.45,225000,12/2/16,16-Dec,2016,1953,1953,1885,Two Story,Conventional,2 Bath,ALL,Raleigh,27607
1697,0.27,110000,10/12/16,16-Oct,2016,1953,1953,1482,Two Story,Conventional,2 Bath,ALL,Wake Forest,27587
1700,0.84,181000,2/20/14,14-Feb,2014,1963,1963,2663,One Story,Split level,2 Bath,E,Cary,27513
1706,0.49,40500,1/1/74,Jan-74,1974,1962,1962,2290,One Story,Ranch,2 Bath,ALL,Raleigh,27612
1707,0.74,280000,10/29/18,18-Oct,2018,1973,1973,2335,Other,Conventional,Other,ALL,Raleigh,27612
1708,0.27,187000,3/9/18,18-Mar,2018,1966,2019,1516,One Story,Conventional,2 Bath,ALL,Raleigh,27610
1709,0.39,41000,1/1/77,Jan-77,1977,1932,1932,2771,One Story,Conventional,2 Bath,ALL,Raleigh,27608
1710,0.46,275500,5/13/21,21-May,2021,1964,1964,1436,One Story,Ranch,2 Bath,E,Raleigh,27603
1711,0.63,45500,1/1/77,Jan-77,1977,1971,1971,1900,One Story,Split level,2½ Bath,ALL,Raleigh,27610
1712,0.32,107000,5/27/10,10-May,2010,1971,1971,1156,One Story,Ranch,1 ½ Bath,ALL,Garner,27529
1713,0.2,485000,10/11/19,19-Oct,2019,1950,2019,1568,One Story,Conventional,2 Bath,ALL,Raleigh,27604
1716,0.45,1850000,12/23/20,20-Dec,2020,2020,2020,4518,Other,Conventional,3½ Bath,ALL,Raleigh,27608
1721,0.24,80000,9/23/05,5-Sep,2005,1955,1955,849,One Story,Conventional,1 Bath,ALL,Raleigh,27610
1725,0.2,46500,10/2/92,Oct-92,1992,1950,2014,1676,One Story,Conventional,2½ Bath,ALL,Raleigh,27604
1726,0.11,200000,9/27/00,Sep-00,2000,1925,1925,1680,Other,Conventional,1 Bath,ALL,Raleigh,27604
1728,0.34,280000,5/17/19,19-May,2019,1957,1957,1490,Other,Conventional,2 Bath,ALL,Raleigh,27610
1730,0.45,69000,1/1/78,Jan-78,1978,1957,2015,2976,One Story,Conventional,2 Bath,ALL,Raleigh,27607
1734,0.4,789000,5/6/21,21-May,2021,1971,1971,2744,Two Story,Conventional,2½ Bath,ALL,Raleigh,27609
1740,0.28,135000,3/27/02,2-Mar,2002,1971,1971,2632,One Story,Split Foyer,3 Bath,ALL,Raleigh,27609
1741,0.29,185000,5/10/13,13-May,2013,1971,1971,1719,One Story,Split level,2½ Bath,ALL,Raleigh,27609
1742,0.28,177000,5/4/04,4-May,2004,1972,1972,2316,Other,Conventional,2½ Bath,ALL,Raleigh,27609
1754,0.28,859000,4/13/18,18-Apr,2018,2017,2017,3764,Other,Conventional,3½ Bath,ALL,Raleigh,27609
1755,0.34,777500,12/18/20,20-Dec,2020,1958,2015,3109,Other,Conventional,3 Bath,ALL,Raleigh,27609
1757,0.27,43500,1/1/75,Jan-75,1975,1942,1942,3251,Other,Conventional,3 Bath,ALL,Raleigh,27608
1759,0.22,155000,1/20/15,15-Jan,2015,1955,1955,1012,One Story,Conventional,1 Bath,ALL,Raleigh,27610
1760,0.3,205000,10/20/16,16-Oct,2016,1951,1951,1038,One Story,Conventional,1 Bath,ALL,Raleigh,27610
1761,0.33,352000,8/18/17,17-Aug,2017,1961,1961,1845,One Story,Conventional,2 Bath,ALL,Raleigh,27609
1763,0.33,325000,11/9/06,6-Nov,2006,1964,1964,2190,One Story,Split level,3 Bath,ALL,Raleigh,27609
1764,1.17,509000,7/20/20,20-Jul,2020,1976,1976,2454,Other,Conventional,2½ Bath,GE,Raleigh,27615
1765,1.23,68000,1/1/77,Jan-77,1977,1977,1977,2690,Other,Conventional,Other,GE,Raleigh,27615
1766,1.29,320000,5/31/13,13-May,2013,1978,1978,2942,Two Story,Conventional,3½ Bath,GE,Raleigh,27615
1768,0.53,565000,7/1/14,14-Jul,2014,1972,1972,2719,One Story,Conventional,2½ Bath,ALL,Raleigh,27607
1769,0.57,685000,3/11/21,21-Mar,2021,1973,2020,2606,One Story,Split level,3 Bath,ALL,Raleigh,27607
1770,0.49,240000,4/24/00,Apr-00,2000,1972,1972,2088,One Story,Split level,3 Bath,ALL,Raleigh,27612
1771,0.58,315000,6/26/02,2-Jun,2002,1973,1973,3675,One Story,Conventional,3 Bath,ALL,Raleigh,27607
1772,0.63,55500,1/1/73,Jan-73,1973,1972,1972,2436,One Story,Conventional,2½ Bath,ALL,Raleigh,27607
1773,0.62,56000,1/1/73,Jan-73,1973,1972,1972,2892,One Story,Split Foyer,2½ Bath,ALL,Raleigh,27607
1774,0.45,52500,1/1/75,Jan-75,1975,1974,1974,2025,One Story,Conventional,2 Bath,ALL,Raleigh,27607
1775,0.6,98000,7/12/83,Jul-83,1983,1972,1972,2590,Other,Conventional,2½ Bath,ALL,Raleigh,27607
1776,0.69,360000,1/11/07,7-Jan,2007,1972,1972,2350,One Story,Conventional,2 Bath,ALL,Raleigh,27607
1777,0.48,195000,12/2/08,8-Dec,2008,1963,1963,1720,One Story,Conventional,2 Bath,ALL,Raleigh,27612
1781,0.29,150000,5/22/19,19-May,2019,1910,1910,894,One Story,Conventional,1 Bath,ALL,Raleigh,27603
1783,1.08,210000,4/28/93,Apr-93,1993,1964,1964,2682,One Story,Conventional,3 Bath,WSE,Raleigh,27615
1787,2.46,200000,12/15/15,15-Dec,2015,1920,1920,3457,Other,Conventional,2 Bath,E,Wendell,27591
1788,0.57,155000,7/1/03,3-Jul,2003,1966,2018,1484,One Story,Ranch,2 Bath,ALL,Cary,27511
1789,0.33,158000,6/27/03,3-Jun,2003,1971,1971,1581,One Story,Split level,2½ Bath,ALL,Raleigh,27615
1790,0.63,206000,11/6/13,13-Nov,2013,1964,1964,1739,One Story,Conventional,2 Bath,WSE,Fuquay Varina,27526
1792,28.07,600000,9/8/17,17-Sep,2017,1960,2012,3372,One Story,Conventional,3 Bath,E,Garner,27529
1792,28.07,600000,9/8/17,17-Sep,2017,1975,1975,1024,One Story,Conventional,1 Bath,E,Garner,27529
1793,0.93,475000,3/24/11,11-Mar,2011,1951,2016,3163,One Story,Conventional,3½ Bath,ALL,Raleigh,27607
1794,0.54,135000,10/30/95,Oct-95,1995,1914,1914,2566,Other,Conventional,2½ Bath,ALL,Wake Forest,27587
1795,0.23,221000,2/20/09,9-Feb,2009,1965,1965,1370,One Story,Conventional,2 Bath,ALL,Raleigh,27609
1799,0.31,180000,8/2/05,5-Aug,2005,1969,1969,2080,One Story,Conventional,2 Bath,ALL,Raleigh,27609
1800,0.31,292000,12/23/13,13-Dec,2013,1971,1971,2092,One Story,Split level,3 Bath,ALL,Raleigh,27615
1801,0.67,1000000,5/25/21,21-May,2021,1972,1972,3895,Other,Conventional,Other,ALL,Cary,27511
1803,0.58,600000,1/9/19,19-Jan,2019,1969,1969,2595,One Story,Split level,3½ Bath,ALL,Raleigh,27609
1808,0.41,60000,6/22/83,Jun-83,1983,1964,1964,2100,One Story,Split level,2½ Bath,ALL,Raleigh,27609
1809,0.3,251000,6/10/16,16-Jun,2016,1964,1964,1927,One Story,Split level,2½ Bath,ALL,Cary,27511
1813,0.16,52500,3/26/82,Mar-82,1982,1928,1928,1323,One Story,Conventional,1 Bath,ALL,Raleigh,27605
1814,0.2,228000,11/24/99,Nov-99,1999,1940,2016,3002,One Story,Conventional,3½ Bath,ALL,Raleigh,27607
1815,0.2,89500,3/31/88,Mar-88,1988,1923,1923,1472,One Story,Conventional,2½ Bath,ALL,Raleigh,27605
1817,0.14,199500,1/14/20,20-Jan,2020,1932,1932,1928,One Story,Conventional,2 Bath,ALL,Raleigh,27610
1818,0.18,38500,8/20/09,9-Aug,2009,1988,1988,1362,One Story,Conventional,2 Bath,ALL,Raleigh,27610
1819,0.47,265000,9/28/16,16-Sep,2016,2008,2008,2386,Two Story,Conventional,2 Bath,ALL,Apex,27502
1822,0.28,211000,5/14/01,1-May,2001,1969,1969,2445,Other,Conventional,2½ Bath,ALL,Raleigh,27609
1823,0.23,153000,7/21/04,4-Jul,2004,1958,1958,1364,One Story,Ranch,1 Bath,ALL,Raleigh,27604
1824,0.59,475000,6/30/16,16-Jun,2016,1988,1988,2916,Other,Conventional,2½ Bath,ALL,Raleigh,27607
1825,0.45,139500,3/28/14,14-Mar,2014,1955,1955,1308,One Story,Conventional,2 Bath,ALL,Raleigh,27606
1826,0.41,1125000,8/9/19,19-Aug,2019,1959,2015,3548,One Story,Conventional,3½ Bath,ALL,Raleigh,27609
1827,0.69,592000,10/1/03,3-Oct,2003,1981,1981,4724,One Story,Conventional,3½ Bath,ALL,Cary,27511
1829,0.55,142500,7/29/94,Jul-94,1994,1969,1969,2684,Other,Conventional,3 Bath,ALL,Raleigh,27609
1831,0.33,400500,9/22/16,16-Sep,2016,1960,1960,2378,One Story,Split level,3 Bath,ALL,Raleigh,27609
1832,0.21,430000,5/17/13,13-May,2013,1951,1951,1842,Two Story,Conventional,2 Bath,ALL,Raleigh,27608
1838,0.25,100000,12/3/99,Dec-99,1999,1963,1963,1665,One Story,Split level,2 Bath,ALL,Raleigh,27604
1839,0.87,360000,11/14/88,Nov-88,1988,1957,2009,4910,Other,Conventional,3½ Bath,ALL,Raleigh,27608
1841,0.4,125000,4/30/07,7-Apr,2007,1959,1959,1568,One Story,Ranch,1 Bath,ALL,Cary,27511
1844,0.06,206000,7/28/17,17-Jul,2017,1935,1935,748,One Story,Conventional,1 ½ Bath,ALL,Raleigh,27610
1845,0.91,184500,5/26/17,17-May,2017,1958,1958,1715,One Story,Ranch,1 ½ Bath,ALL,Garner,27529
1846,0.75,247000,7/11/19,19-Jul,2019,1966,1966,1755,One Story,Conventional,1 ½ Bath,E,Apex,27523
1847,0.48,200000,7/8/19,19-Jul,2019,1968,1968,2186,One Story,Split level,2½ Bath,GE,Raleigh,27604
1848,0.53,174000,11/1/95,Nov-95,1995,1961,1961,3116,Other,Conventional,3½ Bath,ALL,Raleigh,27609
1849,0.22,67500,9/26/00,Sep-00,2000,1949,1949,921,One Story,Conventional,1 Bath,ALL,Cary,27511
1850,1.36,1541000,9/24/08,8-Sep,2008,2008,2008,6538,Other,Conventional,3½ Bath,ALL,Raleigh,27609
1851,0.4,297500,8/31/07,7-Aug,2007,1961,1961,1942,One Story,Ranch,2 Bath,ALL,Raleigh,27612
1852,1.12,239000,3/17/10,10-Mar,2010,1980,1980,1417,One Story,Ranch,2 Bath,ALL,Raleigh,27612
1853,0.48,175000,9/25/17,17-Sep,2017,2019,2019,3137,One Story,Conventional,3½ Bath,ALL,Raleigh,27609
1854,0.52,610000,11/5/20,20-Nov,2020,1954,1954,3142,One Story,Conventional,3 Bath,ALL,Raleigh,27607
1855,0.32,109000,6/6/00,Jun-00,2000,1959,1959,1194,One Story,Conventional,1 ½ Bath,ALL,Raleigh,27604
1856,0.82,100000,10/1/81,Oct-81,1981,1972,1972,2668,One Story,Conventional,2½ Bath,WGE,Raleigh,27613
1858,0.29,85000,11/9/04,4-Nov,2004,1969,1969,1050,One Story,Conventional,1 Bath,ALL,Raleigh,27610
1859,0.31,20500,1/1/73,Jan-73,1973,1960,1960,1460,One Story,Ranch,1 ½ Bath,ALL,Raleigh,27603
1860,0.55,68000,10/24/86,Oct-86,1986,1981,1981,2442,One Story,Conventional,2 Bath,GE,Raleigh,27604
1863,0.24,195000,8/11/16,16-Aug,2016,1964,1964,1740,One Story,Split level,1 ½ Bath,ALL,Raleigh,27610
1864,0.28,506000,2/18/21,21-Feb,2021,1965,1965,1578,One Story,Conventional,2 Bath,ALL,Raleigh,27609
1865,0.14,175000,1/27/12,12-Jan,2012,1948,1948,898,One Story,Conventional,1 Bath,ALL,Raleigh,27604
1866,0.57,313000,1/28/09,9-Jan,2009,1962,2006,1929,One Story,Conventional,2½ Bath,ALL,Raleigh,27612
1868,0.51,49000,1/1/76,Jan-76,1976,1969,1969,2041,One Story,Split level,3 Bath,ALL,Raleigh,27609
